Id,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,day,month,weekday,anomaly_flag,anomaly_score,status
1503960366,0.8297956683123716,0.6391752688330371,0.639489197811908,0.0,0.8136419208406739,0.3875000158324835,0.9497797122707996,0.0,0.65625,0.3684210526315789,0.9416058394160584,-0.6593296648324162,-0.1544441565172324,0.0,-105.5,-117.0,-0.2857142857142857,0.0,-0.5,1,0.09647862599769247,Normal
1503960366,0.4799452232512883,0.3387334067636017,0.3388997746405832,0.0,0.662606622257697,0.5624999953433869,0.4740088417578663,0.0,0.53125,0.6842105263157895,0.1313868613138686,-0.5632816408204102,-0.349313293599378,1.0,-48.5,-56.0,-0.2142857142857142,0.0,-0.25,1,0.07593570634554181,Normal
1503960366,0.4403041551046884,0.2935689462861087,0.2937131317764268,0.0,1.0864799601338566,0.20000001117587,0.1920705450085682,0.0,0.8125,0.2631578947368421,-0.1313868613138686,0.321160580290145,-0.371080590826639,0.0,0.0,0.0,-0.1428571428571428,0.0,0.0,1,0.14238427778706086,Normal
1503960366,0.3396879166816822,0.2032401189663044,0.2033399397292842,0.0,0.9403167642096792,1.2749999757856174,-0.1885462354259452,0.0,0.78125,1.4736842105263157,0.072992700729927,-0.6633316658329165,-0.403213267685929,0.0,-20.5,-21.0,-0.0714285714285714,0.0,0.25,1,0.12534739773773357,Normal
1503960366,0.7587300443259216,0.5724103897875672,0.572691527400243,0.0,1.218026848081621,0.2124999990686769,0.5903083692112151,0.0,1.0,0.2105263157894736,0.1605839416058394,-0.5692846423211606,-0.2809017880279865,1.0,-92.5,-96.0,0.0,0.0,0.5,1,0.05835321244089542,Normal
1503960366,0.3314714043749324,0.2425135221488291,0.2426326319236951,0.0,1.4518880080243382,0.674999960884453,-0.3013215373208291,0.0,1.0625,0.7368421052631579,-0.2554744525547445,-1.0375187593796895,-0.4208344130603783,0.0,267.5,249.0,0.0714285714285714,0.0,0.75,1,0.05451571733840033,Normal
1503960366,0.8091823128761397,0.6568483470827624,0.6571709561399764,0.0,1.4811206239771546,0.4999999813735485,0.4740088417578663,0.0,1.1875,0.5263157894736842,0.2481751824817518,0.1830915457728864,-0.2207825861622182,0.0,0.0,0.0,0.1428571428571428,0.0,-0.75,1,0.1170801703428207,Normal
1503960366,1.1676817182601176,0.91016203169799,0.9106090549968416,0.0,1.6175396145837235,1.3500000521540667,0.5867842276769192,0.0,1.4375,1.3157894736842106,0.4744525547445255,-0.5652826413206603,-0.1026172583570873,0.0,-128.5,-143.0,0.2142857142857142,0.0,-0.5,1,0.07549562391506626,Normal
1503960366,0.4524126995567408,0.2817869253313519,0.281925324118104,0.0,0.8526188001911394,0.2999999888241293,0.3083699884377479,0.0,0.75,0.3157894736842105,0.0437956204379562,-0.4792396198099049,-0.36071521119461,0.0,-72.5,-86.0,0.2857142857142857,0.0,-0.25,1,0.13071467740055576,Normal
1503960366,0.347904428988432,0.2150221399210615,0.2151277473876071,0.0,0.5505481449451401,0.1374999972060329,0.4528634884071063,0.0,0.46875,0.1052631578947368,0.0875912408759124,-0.4392196098049024,-0.3721171287898419,0.0,-107.5,-99.0,0.3571428571428571,0.0,0.0,1,0.1292701048991165,Normal
