Id,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,day,month,weekday
1503960366,0.8297956683123716,0.6391752688330371,0.639489197811908,0.0,0.8136419208406739,0.38750001583248356,0.9497797122707996,0.0,0.65625,0.3684210526315789,0.9416058394160584,-0.6593296648324162,-0.15444415651723245,0.0,-105.5,-117.0,-0.2857142857142857,0.0,-0.5
1503960366,0.47994522325128836,0.33873340676360175,0.3388997746405832,0.0,0.662606622257697,0.5624999953433869,0.47400884175786634,0.0,0.53125,0.6842105263157895,0.13138686131386862,-0.5632816408204102,-0.34931329359937807,1.0,-48.5,-56.0,-0.21428571428571427,0.0,-0.25
1503960366,0.44030415510468845,0.29356894628610875,0.2937131317764268,0.0,1.0864799601338566,0.20000001117587007,0.1920705450085682,0.0,0.8125,0.2631578947368421,-0.13138686131386862,0.32116058029014505,-0.371080590826639,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0
1503960366,0.33968791668168224,0.20324011896630448,0.20333993972928427,0.0,0.9403167642096791,1.2749999757856174,-0.18854623542594523,0.0,0.78125,1.4736842105263157,0.072992700729927,-0.6633316658329165,-0.403213267685929,0.0,-20.5,-21.0,-0.07142857142857142,0.0,0.25
1503960366,0.7587300443259216,0.5724103897875672,0.572691527400243,0.0,1.218026848081621,0.21249999906867698,0.5903083692112151,0.0,1.0,0.21052631578947367,0.16058394160583941,-0.5692846423211606,-0.28090178802798654,1.0,-92.5,-96.0,0.0,0.0,0.5
1503960366,0.33147140437493244,0.24251352214882915,0.2426326319236951,0.0,1.4518880080243382,0.674999960884453,-0.30132153732082917,0.0,1.0625,0.7368421052631579,-0.25547445255474455,-1.0375187593796897,-0.42083441306037833,0.0,267.5,249.0,0.07142857142857142,0.0,0.75
1503960366,0.8091823128761397,0.6568483470827624,0.6571709561399764,0.0,1.4811206239771546,0.4999999813735485,0.47400884175786634,0.0,1.1875,0.5263157894736842,0.24817518248175183,0.18309154577288644,-0.2207825861622182,0.0,0.0,0.0,0.14285714285714285,0.0,-0.75
1503960366,1.1676817182601176,0.9101620316979901,0.9106090549968417,0.0,1.6175396145837235,1.3500000521540667,0.5867842276769192,0.0,1.4375,1.3157894736842106,0.4744525547445255,-0.5652826413206603,-0.10261725835708733,0.0,-128.5,-143.0,0.21428571428571427,0.0,-0.5
1503960366,0.4524126995567408,0.2817869253313519,0.28192532411810406,0.0,0.8526188001911394,0.2999999888241293,0.3083699884377479,0.0,0.75,0.3157894736842105,0.043795620437956206,-0.4792396198099049,-0.36071521119461,0.0,-72.5,-86.0,0.2857142857142857,0.0,-0.25
1503960366,0.347904428988432,0.2150221399210615,0.21512774738760712,0.0,0.5505481449451401,0.1374999972060329,0.45286348840710633,0.0,0.46875,0.10526315789473684,0.08759124087591241,-0.43921960980490243,-0.37211712878984193,0.0,-107.5,-99.0,0.35714285714285715,0.0,0.0
1503960366,0.772424231503838,0.5665194261277785,0.5667976704116657,0.0,2.216808938577013,1.0999999962747078,-0.3964757114234179,0.0,1.9375,1.105263157894737,-0.5036496350364964,0.31915957978989495,-0.318217154703291,0.0,0.0,0.0,0.42857142857142855,0.0,0.25
1503960366,1.0040722188186961,0.7452135510610313,0.7455795604179836,0.0,1.26674787466965,0.7875000009313231,0.7030837551302644,0.0,1.15625,0.7894736842105263,0.45985401459854014,-0.6513256628314157,-0.19175952319253692,0.0,-71.5,-79.0,0.5,0.0,0.5
1503960366,0.37961728350571194,0.2287677842173557,0.22888014281506716,0.0,1.320341120076574,-0.0375000009313227,-0.029955917246911063,0.0,1.09375,-0.05263157894736842,0.2846715328467153,-0.6973486743371686,-0.3586421352682042,0.0,-2.5,-14.0,0.5714285714285714,0.0,0.75
1503960366,1.1459151681141664,0.8944526704249796,0.8948919781190766,0.0,2.4750304956536517,0.41249999161809736,0.20264322168394822,0.0,2.15625,0.42105263157894735,0.12408759124087591,-0.48724362181090547,-0.12542109354755118,0.0,-155.5,-140.0,0.6428571428571429,0.0,-0.75
1503960366,0.9152762261703125,0.6961217502652867,0.696463648334387,0.0,1.0328867147269327,0.8500000149011615,0.7665198151825479,0.0,0.84375,0.8947368421052632,0.583941605839416,-0.44922461230615307,-0.16999222596527597,0.0,-187.5,-189.0,0.7142857142857143,0.0,-0.5
1503960366,1.5465061804028974,1.3676976001327052,1.36836934062698,0.0,3.0158344715812127,0.21249999906867698,0.7207047988984014,0.0,2.3125,0.2631578947368421,0.32116788321167883,0.10105052526263132,0.025913449080072558,0.0,0.0,0.0,0.7857142857142857,0.0,-0.25
1503960366,0.8286424736026523,0.6450662324928257,0.6453830548004853,0.0,1.6224117172425279,1.149999947845938,0.14977975428288293,0.0,1.375,1.1578947368421053,-0.072992700729927,-0.5512756378189094,-0.24462295931588496,0.0,-66.5,-70.0,0.8571428571428571,0.0,0.0
1503960366,0.5442358283181375,0.3740795632630521,0.37426329129671976,0.0,0.41412909625852623,0.3250000018626451,0.7806167174163856,0.0,0.375,0.3157894736842105,0.32116788321167883,-0.4852426213106553,-0.307851775071262,0.0,-91.5,-109.0,0.9285714285714286,0.0,0.25
1503960366,1.0476053191105985,0.7864506712202706,0.7868369340626978,0.0,1.6321559225601316,1.4749999310821358,0.3189427491372935,0.0,1.5,1.4736842105263157,0.13138686131386862,-0.6913456728364182,-0.19383259911894274,0.0,-28.5,-38.0,1.0,0.0,0.5
1503960366,0.46077336120220547,0.3073146842175824,0.30746562088505486,0.0,1.0133983040917252,1.7000000111758733,-0.15682812137563618,0.0,0.90625,1.5263157894736843,0.34306569343065696,-0.655327663831916,-0.3254729204457113,0.0,-63.5,-67.0,-1.0714285714285714,1.0,0.75
1503960366,1.0553893834012036,0.8767795921752546,0.8772102197910085,0.0,1.4616322133419422,0.41249999161809736,0.9004405544523608,0.0,1.15625,0.47368421052631576,0.5693430656934306,-0.5192596298149075,-0.1347499352163773,0.0,-155.5,-154.0,-1.0,1.0,-0.75
1503960366,1.1095895347580094,0.8669611945620344,0.8673869999018224,0.0,1.7149817839198718,1.0124999320134478,0.5339207602758539,0.0,1.4375,0.9473684210526315,0.40145985401459855,-0.4832416208104052,-0.14926146670121793,0.0,-159.5,-167.0,-0.9285714285714286,1.0,-0.5
1503960366,0.5325597318822299,0.3740795632630521,0.37426329129671976,0.0,1.0962241654514604,0.7875000009313231,0.16035243095826293,0.0,1.0,0.8421052631578947,0.029197080291970802,0.24312156078039018,-0.3265094584089142,0.0,0.0,0.0,-0.8571428571428571,1.0,-0.25
1503960366,0.9606832678655086,0.7177220751980843,0.7180745822007276,0.0,1.320341120076574,1.0500000447034776,0.5339207602758539,0.0,1.28125,0.9473684210526315,0.3722627737226277,-0.4012006003001501,-0.1813941435605079,0.0,-185.5,-199.0,-0.7857142857142857,1.0,0.0
1503960366,0.6852138815813182,0.5468826309013367,0.5471512306332922,0.0,0.8574909028499437,0.012500006519257891,0.8616739892851332,0.0,0.625,0.0,0.656934306569343,-0.607303651825913,-0.24669603524229075,0.0,-98.5,-96.0,-0.7142857142857143,1.0,0.25
1503960366,0.6611409420159285,0.4840451858092982,0.48428292312223575,0.0,1.0962241654514604,2.349999828636646,-0.08281930062381089,0.0,1.03125,2.1052631578947367,-0.17518248175182483,-0.44922461230615307,-0.32443638248250845,0.0,-101.5,-114.0,-0.6428571428571429,1.0,0.5
1503960366,0.382644419618725,0.26215022374008956,0.2622789780208986,0.0,1.6175396145837235,0.0999999962747102,-0.22378849101054277,0.0,1.25,0.10526315789473684,0.029197080291970802,-0.9674837418709354,-0.4083959575019435,0.0,161.5,148.0,-0.5714285714285714,1.0,0.75
1503960366,0.6654654221773758,0.48600880915083533,0.4862475108913729,0.0,1.578562793313303,0.3624999655410658,0.13215862649058063,0.0,1.3125,0.2631578947368421,0.051094890510948905,-0.4452226113056528,-0.3265094584089142,0.0,-94.5,-121.0,-0.5,1.0,-0.75
1503960366,0.6921330498396339,0.4958272067640552,0.49607073078055863,0.0,1.5298416505651837,1.149999947845938,-0.03700436836382991,0.0,1.3125,1.3157894736842106,0.10948905109489052,-0.6233116558279139,-0.28504793988079813,0.0,-49.5,-60.0,-0.42857142857142855,1.0,-0.5
1503960366,0.7732891275361274,0.5665194261277785,0.5667976704116657,0.0,1.1449451920394895,0.9624999804422301,0.4176212328225052,0.0,1.0,0.8947368421052632,0.3795620437956204,-0.7773886943471736,-0.3638248250842187,0.0,-147.5,-157.0,-0.35714285714285715,1.0,-0.25
1503960366,-1.067497927853256,-1.0299459582222767,-1.0304518130303755,0.0,-0.10231425021493233,-0.2999999888241293,-1.1859029927359546,0.0,-0.125,-0.3157894736842105,-1.4525547445255473,0.7653826913456728,-2.2119720134749934,0.0,0.0,0.0,-0.2857142857142857,1.0,0.0
1624580081,0.1091931240765433,0.012763879443115246,0.012770148383475417,0.0,-0.10231425021493233,-0.2999999888241293,0.6854625433138003,0.0,-0.125,-0.3157894736842105,-0.38686131386861317,0.4732366183091546,-0.7276496501684374,0.0,0.0,0.0,-0.2857142857142857,0.0,-0.5
